,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
88.03989,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,0.12560868781078527,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
88.04079,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,0.12238811738335116,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
88.04151,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,0.036720944013603755,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
89.02472,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,0.062364743425155196,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
89.97771999999999,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,0.0368663934184532,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
92.04932,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,0.05759247799779993,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
92.05034,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,0.04103191751223925,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,0.06360870462046221,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
92.05142,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,0.055014095159516094,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.0334,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,0.25775810496034457,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.03442,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,0.1675658332541122,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,0.3325388541679852,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.03534,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,0.22689115741506313,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.04513,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,0.07403767612824214,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.04598,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,0.07786655094956133,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
93.04683,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,0.07531396773534853,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
94.02887,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,0.04303822432587507,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
94.02968,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,0.1577829173838215,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
94.03059,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,0.04303822432587507,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
94.73807,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,0.19471187880504212,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
94.98074,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,0.023817028071944205,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
95.05,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,0.07039371101871128,8.964429145152066e-06,9.847171892232584e-06,0.10347284582048219,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
95.93429,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,0.04846032372680632,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
96.0202,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,0.08495727776945014,1.5784821315822776e-05,0.035753706444572715,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
96.04547,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,3.0679363832710944e-06,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,0.059174196787148796,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
96.95884000000001,1.0378611756891428e-05,8.254094030639208e-06,1.8813967489464222e-05,1.553953257086035e-05,1.0922754281719708e-05,3.5395724196517386e-05,1.2026168943621345e-05,6.837513333151017e-06,1.1883258864911155e-05,1.009570730525384e-05,6.182303773678238e-06,0.20156648831729418,3.1821595407506647e-06,9.111451271958613e-06,3.890263448640705e-06,1.2491880277819458e-05,1.5784821315822776e-05,6.271479818377955e-06,8.213417438727915e-06,6.441140854868227e-06,1.5116700931188793e-05,1.3341872131497554e-05,7.833798138689584e-06,7.718908237618891e-06,1.2762916071063979e-05,1.9979221609526143e-05,6.155664442419922e-06,1.148738684923956e-05,1.0828135828135867e-05,8.964429145152066e-06,9.847171892232584e-06,9.760668410572792e-06,1.0655073946213228e-05,3.5019891298256436e-06,7.590017608840862e-06,4.7584605428451725e-06,8.594609460946116e-06,7.371804322826075e-06,8.972472454509597e-06,9.51909530518223e-06,1.188325886491116e-05,4.740414881110342e-06,8.814300320840552e-06,1.4913798246137416e-05,7.074537325258947e-06,1.0075363720630355e-05,9.169937277629055e-06,8.861163293517187e-06,1.2098920776266816e-05,9.694431518535789e-06
